filepath,filename,category,subtype,sample_rate,duration,status
fake_voice_fake_bg_wf_2s\voice_dominant\0782__LJ001-0124_generated__X__fake_bg_0087_Q2fojbdK1xvihpAR9wV8.wav,0782__LJ001-0124_generated__X__fake_bg_0087_Q2fojbdK1xvihpAR9wV8.wav,fake_voice_fake_bg_wf_2s,voice_dominant,16000,2.0,Valid
fake_voice_fake_bg_wf_2s\voice_dominant\0783__LJ002-0291_generated__X__fake_bg_0851_TcCli3rbV0MZv5NFAY74.wav,0783__LJ002-0291_generated__X__fake_bg_0851_TcCli3rbV0MZv5NFAY74.wav,fake_voice_fake_bg_wf_2s,voice_dominant,16000,2.0,Valid
fake_voice_fake_bg_wf_2s\voice_dominant\0784__LJ002-0227_generated__X__fake_bg_0736_lQfxTA8Bs3ERkyotrenN.wav,0784__LJ002-0227_generated__X__fake_bg_0736_lQfxTA8Bs3ERkyotrenN.wav,fake_voice_fake_bg_wf_2s,voice_dominant,16000,2.0,Valid
fake_voice_fake_bg_wf_2s\voice_dominant\0785__LJ004-0031_generated__X__fake_bg_0453_z9FRZjxucIvlpkqSweOy.wav,0785__LJ004-0031_generated__X__fake_bg_0453_z9FRZjxucIvlpkqSweOy.wav,fake_voice_fake_bg_wf_2s,voice_dominant,16000,2.0,Valid
fake_voice_fake_bg_wf_2s\voice_dominant\0786__LJ002-0017_generated__X__fake_bg_0062_OfvDU4QVCM86grEnjSTW.wav,0786__LJ002-0017_generated__X__fake_bg_0062_OfvDU4QVCM86grEnjSTW.wav,fake_voice_fake_bg_wf_2s,voice_dominant,16000,2.0,Valid
fake_voice_fake_bg_wf_2s\voice_dominant\0787__LJ003-0313_generated__X__fake_bg_0634_goHWncXLRbNVyO1kBq04.wav,0787__LJ003-0313_generated__X__fake_bg_0634_goHWncXLRbNVyO1kBq04.wav,fake_voice_fake_bg_wf_2s,voice_dominant,16000,2.0,Valid
fake_voice_fake_bg_wf_2s\voice_dominant\0788__LJ002-0243_generated__X__fake_bg_0613_dWjvYsSZxznq2HJeKf5R.wav,0788__LJ002-0243_generated__X__fake_bg_0613_dWjvYsSZxznq2HJeKf5R.wav,fake_voice_fake_bg_wf_2s,voice_dominant,16000,2.0,Valid
fake_voice_fake_bg_wf_2s\voice_dominant\0789__LJ004-0203_generated__X__fake_bg_0170_ze8UAnm9tHfQd0PZkIbu.wav,0789__LJ004-0203_generated__X__fake_bg_0170_ze8UAnm9tHfQd0PZkIbu.wav,fake_voice_fake_bg_wf_2s,voice_dominant,16000,2.0,Valid
fake_voice_fake_bg_wf_2s\voice_dominant\0790__LJ001-0152_generated__X__fake_bg_0061_8NdWnMQ2FaeEiyHBZSPr.wav,0790__LJ001-0152_generated__X__fake_bg_0061_8NdWnMQ2FaeEiyHBZSPr.wav,fake_voice_fake_bg_wf_2s,voice_dominant,16000,2.0,Valid
fake_voice_fake_bg_wf_2s\voice_dominant\0791__LJ001-0101_generated__X__fake_bg_0284_qfj8UhAn9tu5MvNVIpw3.wav,0791__LJ001-0101_generated__X__fake_bg_0284_qfj8UhAn9tu5MvNVIpw3.wav,fake_voice_fake_bg_wf_2s,voice_dominant,16000,2.0,Valid
fake_voice_fake_bg_wf_2s\voice_dominant\0792__LJ002-0091_generated__X__fake_bg_0506_VTJz58UFbRwAoerht3Qy.wav,0792__LJ002-0091_generated__X__fake_bg_0506_VTJz58UFbRwAoerht3Qy.wav,fake_voice_fake_bg_wf_2s,voice_dominant,16000,2.0,Valid
fake_voice_fake_bg_wf_2s\voice_dominant\0793__LJ004-0195_generated__X__fake_bg_0570_lkOexAJwKnEb0DvfsUQF.wav,0793__LJ004-0195_generated__X__fake_bg_0570_lkOexAJwKnEb0DvfsUQF.wav,fake_voice_fake_bg_wf_2s,voice_dominant,16000,2.0,Valid
fake_voice_fake_bg_wf_2s\voice_dominant\0794__LJ002-0057_generated__X__fake_bg_0236_JO6heYmwksnCQiLzEUdt.wav,0794__LJ002-0057_generated__X__fake_bg_0236_JO6heYmwksnCQiLzEUdt.wav,fake_voice_fake_bg_wf_2s,voice_dominant,16000,2.0,Valid
fake_voice_fake_bg_wf_2s\voice_dominant\0795__LJ002-0053_generated__X__fake_bg_0490_W14Bb03nLgdxzTAEItX7.wav,0795__LJ002-0053_generated__X__fake_bg_0490_W14Bb03nLgdxzTAEItX7.wav,fake_voice_fake_bg_wf_2s,voice_dominant,16000,2.0,Valid
fake_voice_fake_bg_wf_2s\voice_dominant\0796__LJ002-0049_generated__X__fake_bg_0165_1LjNEdwvtqBcoVFzhpZS.wav,0796__LJ002-0049_generated__X__fake_bg_0165_1LjNEdwvtqBcoVFzhpZS.wav,fake_voice_fake_bg_wf_2s,voice_dominant,16000,2.0,Valid
fake_voice_fake_bg_wf_2s\voice_dominant\0797__LJ004-0046_generated__X__fake_bg_0628_aciW50NeLYTOhRfS2bsv.wav,0797__LJ004-0046_generated__X__fake_bg_0628_aciW50NeLYTOhRfS2bsv.wav,fake_voice_fake_bg_wf_2s,voice_dominant,16000,2.0,Valid
fake_voice_fake_bg_wf_2s\voice_dominant\0798__LJ004-0043_generated__X__fake_bg_0370_e9tpsfJzMGIiLjSucvUQ.wav,0798__LJ004-0043_generated__X__fake_bg_0370_e9tpsfJzMGIiLjSucvUQ.wav,fake_voice_fake_bg_wf_2s,voice_dominant,16000,2.0,Valid
fake_voice_fake_bg_wf_2s\voice_dominant\0799__LJ003-0102_generated__X__fake_bg_0126_k9gaAm1s5fFIQzRhdUHS.wav,0799__LJ003-0102_generated__X__fake_bg_0126_k9gaAm1s5fFIQzRhdUHS.wav,fake_voice_fake_bg_wf_2s,voice_dominant,16000,2.0,Valid
fake_voice_fake_bg_wf_2s\voice_dominant\0800__LJ003-0263_generated__X__fake_bg_0432_1KXVwUOvJyf5mnceRIh4.wav,0800__LJ003-0263_generated__X__fake_bg_0432_1KXVwUOvJyf5mnceRIh4.wav,fake_voice_fake_bg_wf_2s,voice_dominant,16000,2.0,Valid
fake_voice_fake_bg_wf_2s\voice_dominant\0801__LJ003-0092_generated__X__fake_bg_0055_H1uNwvQXSjyMAbfk35Ot.wav,0801__LJ003-0092_generated__X__fake_bg_0055_H1uNwvQXSjyMAbfk35Ot.wav,fake_voice_fake_bg_wf_2s,voice_dominant,16000,2.0,Valid
fake_voice_fake_bg_wf_2s\voice_dominant\0802__LJ002-0286_generated__X__fake_bg_0493_BNxt3fLieTMvCWX5DjmQ.wav,0802__LJ002-0286_generated__X__fake_bg_0493_BNxt3fLieTMvCWX5DjmQ.wav,fake_voice_fake_bg_wf_2s,voice_dominant,16000,2.0,Valid
fake_voice_fake_bg_wf_2s\voice_dominant\0803__LJ001-0027_generated__X__fake_bg_0144_1RnTcUCm6L0OQYagfEP3.wav,0803__LJ001-0027_generated__X__fake_bg_0144_1RnTcUCm6L0OQYagfEP3.wav,fake_voice_fake_bg_wf_2s,voice_dominant,16000,2.0,Valid
fake_voice_fake_bg_wf_2s\voice_dominant\0804__LJ002-0128_generated__X__fake_bg_0026_wbx9BGPSXsoVjZCHWYlc.wav,0804__LJ002-0128_generated__X__fake_bg_0026_wbx9BGPSXsoVjZCHWYlc.wav,fake_voice_fake_bg_wf_2s,voice_dominant,16000,2.0,Valid
fake_voice_fake_bg_wf_2s\voice_dominant\0805__LJ004-0033_generated__X__fake_bg_0159_hnuY2GLDN3j8I6g5lBsc.wav,0805__LJ004-0033_generated__X__fake_bg_0159_hnuY2GLDN3j8I6g5lBsc.wav,fake_voice_fake_bg_wf_2s,voice_dominant,16000,2.0,Valid
fake_voice_fake_bg_wf_2s\voice_dominant\0806__LJ004-0023_generated__X__fake_bg_0834_bCg0MGyfv9Po8utjDsNZ.wav,0806__LJ004-0023_generated__X__fake_bg_0834_bCg0MGyfv9Po8utjDsNZ.wav,fake_voice_fake_bg_wf_2s,voice_dominant,16000,2.0,Valid
fake_voice_fake_bg_wf_2s\voice_dominant\0807__LJ001-0076_generated__X__fake_bg_0915_IKfV7qmPMgNYk1owhi30.wav,0807__LJ001-0076_generated__X__fake_bg_0915_IKfV7qmPMgNYk1owhi30.wav,fake_voice_fake_bg_wf_2s,voice_dominant,16000,2.0,Valid
fake_voice_fake_bg_wf_2s\voice_dominant\0808__LJ003-0182_generated__X__fake_bg_0076_BHO93YzLNCPqxlAWvphs.wav,0808__LJ003-0182_generated__X__fake_bg_0076_BHO93YzLNCPqxlAWvphs.wav,fake_voice_fake_bg_wf_2s,voice_dominant,16000,2.0,Valid
fake_voice_fake_bg_wf_2s\voice_dominant\0809__LJ003-0296_generated__X__fake_bg_0265_GFXJmceOH7ko19bT534q.wav,0809__LJ003-0296_generated__X__fake_bg_0265_GFXJmceOH7ko19bT534q.wav,fake_voice_fake_bg_wf_2s,voice_dominant,16000,2.0,Valid
fake_voice_fake_bg_wf_2s\voice_dominant\0810__LJ003-0141_generated__X__fake_bg_0027_JCoP4hbX2ZNRcmrQ1EAd.wav,0810__LJ003-0141_generated__X__fake_bg_0027_JCoP4hbX2ZNRcmrQ1EAd.wav,fake_voice_fake_bg_wf_2s,voice_dominant,16000,2.0,Valid
fake_voice_fake_bg_wf_2s\voice_dominant\0811__LJ002-0001_generated__X__fake_bg_0217_dwlN36tA4kEKpCgJyj28.wav,0811__LJ002-0001_generated__X__fake_bg_0217_dwlN36tA4kEKpCgJyj28.wav,fake_voice_fake_bg_wf_2s,voice_dominant,16000,2.0,Valid
fake_voice_fake_bg_wf_2s\voice_dominant\0812__LJ001-0055_generated__X__fake_bg_0133_AbPDsMo5fiK6g094hXvx.wav,0812__LJ001-0055_generated__X__fake_bg_0133_AbPDsMo5fiK6g094hXvx.wav,fake_voice_fake_bg_wf_2s,voice_dominant,16000,2.0,Valid
fake_voice_fake_bg_wf_2s\voice_dominant\0813__LJ002-0271_generated__X__fake_bg_0780_EiezorcB6MAnHX3ZKD1u.wav,0813__LJ002-0271_generated__X__fake_bg_0780_EiezorcB6MAnHX3ZKD1u.wav,fake_voice_fake_bg_wf_2s,voice_dominant,16000,2.0,Valid
fake_voice_fake_bg_wf_2s\voice_dominant\0814__LJ003-0036_generated__X__fake_bg_0314_L1xtjNUC0QdbEc6lSYTg.wav,0814__LJ003-0036_generated__X__fake_bg_0314_L1xtjNUC0QdbEc6lSYTg.wav,fake_voice_fake_bg_wf_2s,voice_dominant,16000,2.0,Valid
fake_voice_fake_bg_wf_2s\voice_dominant\0815__LJ003-0208_generated__X__fake_bg_0396_abG0WqZTUJO6QnMC357r.wav,0815__LJ003-0208_generated__X__fake_bg_0396_abG0WqZTUJO6QnMC357r.wav,fake_voice_fake_bg_wf_2s,voice_dominant,16000,2.0,Valid
fake_voice_fake_bg_wf_2s\voice_dominant\0816__LJ003-0324_generated__X__fake_bg_0853_Lrz0ufgO24IZC9dbPvlk.wav,0816__LJ003-0324_generated__X__fake_bg_0853_Lrz0ufgO24IZC9dbPvlk.wav,fake_voice_fake_bg_wf_2s,voice_dominant,16000,2.0,Valid
fake_voice_fake_bg_wf_2s\voice_dominant\0817__LJ003-0056_generated__X__fake_bg_0552_qsXQgr5BOd6FYt3V4oCb.wav,0817__LJ003-0056_generated__X__fake_bg_0552_qsXQgr5BOd6FYt3V4oCb.wav,fake_voice_fake_bg_wf_2s,voice_dominant,16000,2.0,Valid
fake_voice_fake_bg_wf_2s\voice_dominant\0818__LJ003-0346_generated__X__fake_bg_0865_0LWhX5RCzaVprYtI8oq2.wav,0818__LJ003-0346_generated__X__fake_bg_0865_0LWhX5RCzaVprYtI8oq2.wav,fake_voice_fake_bg_wf_2s,voice_dominant,16000,2.0,Valid
fake_voice_fake_bg_wf_2s\voice_dominant\0819__LJ001-0105_generated__X__fake_bg_0562_Ees7RSAz0Iqbu5nWrhMx.wav,0819__LJ001-0105_generated__X__fake_bg_0562_Ees7RSAz0Iqbu5nWrhMx.wav,fake_voice_fake_bg_wf_2s,voice_dominant,16000,2.0,Valid
fake_voice_fake_bg_wf_2s\voice_dominant\0820__LJ004-0059_generated__X__fake_bg_0367_LthJVINPMUmneo8rHd56.wav,0820__LJ004-0059_generated__X__fake_bg_0367_LthJVINPMUmneo8rHd56.wav,fake_voice_fake_bg_wf_2s,voice_dominant,16000,2.0,Valid
fake_voice_fake_bg_wf_2s\voice_dominant\0821__LJ003-0128_generated__X__fake_bg_0434_kTYENxHR4UCt8nsezal2.wav,0821__LJ003-0128_generated__X__fake_bg_0434_kTYENxHR4UCt8nsezal2.wav,fake_voice_fake_bg_wf_2s,voice_dominant,16000,2.0,Valid
fake_voice_fake_bg_wf_2s\voice_dominant\0822__LJ001-0023_generated__X__fake_bg_0195_9CKgDkdp4FUvtsaPb1xn.wav,0822__LJ001-0023_generated__X__fake_bg_0195_9CKgDkdp4FUvtsaPb1xn.wav,fake_voice_fake_bg_wf_2s,voice_dominant,16000,2.0,Valid
fake_voice_fake_bg_wf_2s\voice_dominant\0823__LJ004-0227_generated__X__fake_bg_0282_ZLlDy1rPc5sT9oX8Vv0H.wav,0823__LJ004-0227_generated__X__fake_bg_0282_ZLlDy1rPc5sT9oX8Vv0H.wav,fake_voice_fake_bg_wf_2s,voice_dominant,16000,2.0,Valid
fake_voice_fake_bg_wf_2s\voice_dominant\0824__LJ001-0157_generated__X__fake_bg_0145_KWY5NbStVpgqdR9JQcEu.wav,0824__LJ001-0157_generated__X__fake_bg_0145_KWY5NbStVpgqdR9JQcEu.wav,fake_voice_fake_bg_wf_2s,voice_dominant,16000,2.0,Valid
fake_voice_fake_bg_wf_2s\voice_dominant\0825__LJ003-0176_generated__X__fake_bg_0121_ixk4WXahwFyg8UmjcQG5.wav,0825__LJ003-0176_generated__X__fake_bg_0121_ixk4WXahwFyg8UmjcQG5.wav,fake_voice_fake_bg_wf_2s,voice_dominant,16000,2.0,Valid
fake_voice_fake_bg_wf_2s\voice_dominant\0826__LJ001-0150_generated__X__fake_bg_0464_cg7NFaLSs1TkKPwezBIl.wav,0826__LJ001-0150_generated__X__fake_bg_0464_cg7NFaLSs1TkKPwezBIl.wav,fake_voice_fake_bg_wf_2s,voice_dominant,16000,2.0,Valid
fake_voice_fake_bg_wf_2s\voice_dominant\0827__LJ003-0260_generated__X__fake_bg_0234_GC6RH2cmDV0lJo5XOQig.wav,0827__LJ003-0260_generated__X__fake_bg_0234_GC6RH2cmDV0lJo5XOQig.wav,fake_voice_fake_bg_wf_2s,voice_dominant,16000,2.0,Valid
fake_voice_fake_bg_wf_2s\voice_dominant\0828__LJ004-0149_generated__X__fake_bg_0099_3jYuB8diOT7VlDeNPmz2.wav,0828__LJ004-0149_generated__X__fake_bg_0099_3jYuB8diOT7VlDeNPmz2.wav,fake_voice_fake_bg_wf_2s,voice_dominant,16000,2.0,Valid
fake_voice_fake_bg_wf_2s\voice_dominant\0829__LJ004-0148_generated__X__fake_bg_0794_DvmME6OteTAYWuGoFUxz.wav,0829__LJ004-0148_generated__X__fake_bg_0794_DvmME6OteTAYWuGoFUxz.wav,fake_voice_fake_bg_wf_2s,voice_dominant,16000,2.0,Valid
fake_voice_fake_bg_wf_2s\voice_dominant\0830__LJ002-0293_generated__X__fake_bg_0858_5obckLUPXjqHD3uavrOx.wav,0830__LJ002-0293_generated__X__fake_bg_0858_5obckLUPXjqHD3uavrOx.wav,fake_voice_fake_bg_wf_2s,voice_dominant,16000,2.0,Valid
fake_voice_fake_bg_wf_2s\voice_dominant\0831__LJ003-0325_generated__X__fake_bg_0508_92K1puzyPENqfkTr75on.wav,0831__LJ003-0325_generated__X__fake_bg_0508_92K1puzyPENqfkTr75on.wav,fake_voice_fake_bg_wf_2s,voice_dominant,16000,2.0,Valid
fake_voice_fake_bg_wf_2s\voice_dominant\0832__LJ001-0161_generated__X__fake_bg_0597_W0jOBd1vRNoefrAKg7S5.wav,0832__LJ001-0161_generated__X__fake_bg_0597_W0jOBd1vRNoefrAKg7S5.wav,fake_voice_fake_bg_wf_2s,voice_dominant,16000,2.0,Valid
fake_voice_fake_bg_wf_2s\voice_dominant\0833__LJ003-0005_generated__X__fake_bg_0711_etZUL3IFiEwfH72khWcN.wav,0833__LJ003-0005_generated__X__fake_bg_0711_etZUL3IFiEwfH72khWcN.wav,fake_voice_fake_bg_wf_2s,voice_dominant,16000,2.0,Valid
fake_voice_fake_bg_wf_2s\voice_dominant\0834__LJ003-0312_generated__X__fake_bg_0996_7BcIZp3VwlnLKbFCWS2x.wav,0834__LJ003-0312_generated__X__fake_bg_0996_7BcIZp3VwlnLKbFCWS2x.wav,fake_voice_fake_bg_wf_2s,voice_dominant,16000,2.0,Valid
fake_voice_fake_bg_wf_2s\voice_dominant\0835__LJ001-0067_generated__X__fake_bg_0859_bBhSVTLdnMKxvtgGHofW.wav,0835__LJ001-0067_generated__X__fake_bg_0859_bBhSVTLdnMKxvtgGHofW.wav,fake_voice_fake_bg_wf_2s,voice_dominant,16000,2.0,Valid
fake_voice_fake_bg_wf_2s\voice_dominant\0836__LJ002-0004_generated__X__fake_bg_0353_Cvr3EMsKlO2DipmhBxLH.wav,0836__LJ002-0004_generated__X__fake_bg_0353_Cvr3EMsKlO2DipmhBxLH.wav,fake_voice_fake_bg_wf_2s,voice_dominant,16000,2.0,Valid
fake_voice_fake_bg_wf_2s\voice_dominant\0837__LJ004-0157_generated__X__fake_bg_0862_rY7JZRSMuajFBkoCV8zN.wav,0837__LJ004-0157_generated__X__fake_bg_0862_rY7JZRSMuajFBkoCV8zN.wav,fake_voice_fake_bg_wf_2s,voice_dominant,16000,2.0,Valid
fake_voice_fake_bg_wf_2s\voice_dominant\0838__LJ002-0154_generated__X__fake_bg_0582_eSMf4NxT3DFIl70J2nhC.wav,0838__LJ002-0154_generated__X__fake_bg_0582_eSMf4NxT3DFIl70J2nhC.wav,fake_voice_fake_bg_wf_2s,voice_dominant,16000,2.0,Valid
fake_voice_fake_bg_wf_2s\voice_dominant\0839__LJ003-0179_generated__X__fake_bg_0682_mkiFn37CtScEuxONUo2b.wav,0839__LJ003-0179_generated__X__fake_bg_0682_mkiFn37CtScEuxONUo2b.wav,fake_voice_fake_bg_wf_2s,voice_dominant,16000,2.0,Valid
fake_voice_fake_bg_wf_2s\voice_dominant\0840__LJ004-0100_generated__X__fake_bg_0732_XmsFzhLopiZCVf9ga7Ae.wav,0840__LJ004-0100_generated__X__fake_bg_0732_XmsFzhLopiZCVf9ga7Ae.wav,fake_voice_fake_bg_wf_2s,voice_dominant,16000,2.0,Valid
fake_voice_fake_bg_wf_2s\voice_dominant\0841__LJ002-0334_generated__X__fake_bg_0906_tIb90RxLrBvawTJ5VWko.wav,0841__LJ002-0334_generated__X__fake_bg_0906_tIb90RxLrBvawTJ5VWko.wav,fake_voice_fake_bg_wf_2s,voice_dominant,16000,2.0,Valid
fake_voice_fake_bg_wf_2s\voice_dominant\0842__LJ003-0062_generated__X__fake_bg_0824_spRIPjF47oDQ8Jbvn2d3.wav,0842__LJ003-0062_generated__X__fake_bg_0824_spRIPjF47oDQ8Jbvn2d3.wav,fake_voice_fake_bg_wf_2s,voice_dominant,16000,2.0,Valid
fake_voice_fake_bg_wf_2s\voice_dominant\0843__LJ001-0021_generated__X__fake_bg_0001_F0myfsIu3zatOVLRc57h.wav,0843__LJ001-0021_generated__X__fake_bg_0001_F0myfsIu3zatOVLRc57h.wav,fake_voice_fake_bg_wf_2s,voice_dominant,16000,2.0,Valid
fake_voice_fake_bg_wf_2s\voice_dominant\0844__LJ002-0137_generated__X__fake_bg_0670_sZjyab2gQfMC3luTkAEK.wav,0844__LJ002-0137_generated__X__fake_bg_0670_sZjyab2gQfMC3luTkAEK.wav,fake_voice_fake_bg_wf_2s,voice_dominant,16000,2.0,Valid
fake_voice_fake_bg_wf_2s\voice_dominant\0845__LJ002-0149_generated__X__fake_bg_0753_eYsBnJM7OWcj0T6SUhkZ.wav,0845__LJ002-0149_generated__X__fake_bg_0753_eYsBnJM7OWcj0T6SUhkZ.wav,fake_voice_fake_bg_wf_2s,voice_dominant,16000,2.0,Valid
fake_voice_fake_bg_wf_2s\voice_dominant\0846__LJ003-0221_generated__X__fake_bg_0759_pmqRbOL4xzEesB1YWH3d.wav,0846__LJ003-0221_generated__X__fake_bg_0759_pmqRbOL4xzEesB1YWH3d.wav,fake_voice_fake_bg_wf_2s,voice_dominant,16000,2.0,Valid
fake_voice_fake_bg_wf_2s\voice_dominant\0847__LJ002-0078_generated__X__fake_bg_0829_fQDiH02aBUhJwo5LCMdp.wav,0847__LJ002-0078_generated__X__fake_bg_0829_fQDiH02aBUhJwo5LCMdp.wav,fake_voice_fake_bg_wf_2s,voice_dominant,16000,2.0,Valid
fake_voice_fake_bg_wf_2s\voice_dominant\0848__LJ002-0255_generated__X__fake_bg_0067_dFV0l9v6meEDgBshGC1i.wav,0848__LJ002-0255_generated__X__fake_bg_0067_dFV0l9v6meEDgBshGC1i.wav,fake_voice_fake_bg_wf_2s,voice_dominant,16000,2.0,Valid
fake_voice_fake_bg_wf_2s\voice_dominant\0849__LJ003-0329_generated__X__fake_bg_0809_c1J2sUEFoCzBNtwA7jW4.wav,0849__LJ003-0329_generated__X__fake_bg_0809_c1J2sUEFoCzBNtwA7jW4.wav,fake_voice_fake_bg_wf_2s,voice_dominant,16000,2.0,Valid
fake_voice_fake_bg_wf_2s\voice_dominant\0850__LJ001-0058_generated__X__fake_bg_0900_3n2h6TYJoz5skKNFpI0E.wav,0850__LJ001-0058_generated__X__fake_bg_0900_3n2h6TYJoz5skKNFpI0E.wav,fake_voice_fake_bg_wf_2s,voice_dominant,16000,2.0,Valid
fake_voice_fake_bg_wf_2s\voice_dominant\0851__LJ001-0166_generated__X__fake_bg_0922_pPbzyqa0R4wcfndkLUuQ.wav,0851__LJ001-0166_generated__X__fake_bg_0922_pPbzyqa0R4wcfndkLUuQ.wav,fake_voice_fake_bg_wf_2s,voice_dominant,16000,2.0,Valid
fake_voice_fake_bg_wf_2s\voice_dominant\0852__LJ003-0210_generated__X__fake_bg_0358_Hs9nML3x2iP6FfzClRpj.wav,0852__LJ003-0210_generated__X__fake_bg_0358_Hs9nML3x2iP6FfzClRpj.wav,fake_voice_fake_bg_wf_2s,voice_dominant,16000,2.0,Valid
fake_voice_fake_bg_wf_2s\voice_dominant\0853__LJ002-0303_generated__X__fake_bg_0375_MS7FArWywjJK6uIqkgRb.wav,0853__LJ002-0303_generated__X__fake_bg_0375_MS7FArWywjJK6uIqkgRb.wav,fake_voice_fake_bg_wf_2s,voice_dominant,16000,2.0,Valid
fake_voice_fake_bg_wf_2s\voice_dominant\0854__LJ003-0227_generated__X__fake_bg_0947_GugDNa5rsIj9c40boSZp.wav,0854__LJ003-0227_generated__X__fake_bg_0947_GugDNa5rsIj9c40boSZp.wav,fake_voice_fake_bg_wf_2s,voice_dominant,16000,2.0,Valid
fake_voice_fake_bg_wf_2s\voice_dominant\0855__LJ002-0336_generated__X__fake_bg_0198_wWl2PsXafxSjDRIitC1b.wav,0855__LJ002-0336_generated__X__fake_bg_0198_wWl2PsXafxSjDRIitC1b.wav,fake_voice_fake_bg_wf_2s,voice_dominant,16000,2.0,Valid
fake_voice_fake_bg_wf_2s\voice_dominant\0856__LJ003-0160_generated__X__fake_bg_0605_Eo8hdi0jlV9cXbfvsmGM.wav,0856__LJ003-0160_generated__X__fake_bg_0605_Eo8hdi0jlV9cXbfvsmGM.wav,fake_voice_fake_bg_wf_2s,voice_dominant,16000,2.0,Valid
fake_voice_fake_bg_wf_2s\voice_dominant\0857__LJ002-0050_generated__X__fake_bg_0842_F1gbtkGJEC3v7p8asLcw.wav,0857__LJ002-0050_generated__X__fake_bg_0842_F1gbtkGJEC3v7p8asLcw.wav,fake_voice_fake_bg_wf_2s,voice_dominant,16000,2.0,Valid
fake_voice_fake_bg_wf_2s\voice_dominant\0858__LJ003-0090_generated__X__fake_bg_0017_dpPvthkWA7FiwBfTbC1c.wav,0858__LJ003-0090_generated__X__fake_bg_0017_dpPvthkWA7FiwBfTbC1c.wav,fake_voice_fake_bg_wf_2s,voice_dominant,16000,2.0,Valid
fake_voice_fake_bg_wf_2s\voice_dominant\0859__LJ004-0249_generated__X__fake_bg_0131_NvCdGADI274ogEapYV36.wav,0859__LJ004-0249_generated__X__fake_bg_0131_NvCdGADI274ogEapYV36.wav,fake_voice_fake_bg_wf_2s,voice_dominant,16000,2.0,Valid
fake_voice_fake_bg_wf_2s\voice_dominant\0860__LJ002-0026_generated__X__fake_bg_0384_dPJz7GURVO9IhjZKgWwe.wav,0860__LJ002-0026_generated__X__fake_bg_0384_dPJz7GURVO9IhjZKgWwe.wav,fake_voice_fake_bg_wf_2s,voice_dominant,16000,2.0,Valid
fake_voice_fake_bg_wf_2s\voice_dominant\0861__LJ004-0029_generated__X__fake_bg_0293_MECLhvWfcd9yBlQ36Fx2.wav,0861__LJ004-0029_generated__X__fake_bg_0293_MECLhvWfcd9yBlQ36Fx2.wav,fake_voice_fake_bg_wf_2s,voice_dominant,16000,2.0,Valid
fake_voice_fake_bg_wf_2s\voice_dominant\0862__LJ005-0015_generated__X__fake_bg_0610_tmFOdVphjxNKo53qPe69.wav,0862__LJ005-0015_generated__X__fake_bg_0610_tmFOdVphjxNKo53qPe69.wav,fake_voice_fake_bg_wf_2s,voice_dominant,16000,2.0,Valid
fake_voice_fake_bg_wf_2s\voice_dominant\0863__LJ003-0010_generated__X__fake_bg_0885_eNRpESXP6y4LlfcwsGWj.wav,0863__LJ003-0010_generated__X__fake_bg_0885_eNRpESXP6y4LlfcwsGWj.wav,fake_voice_fake_bg_wf_2s,voice_dominant,16000,2.0,Valid
fake_voice_fake_bg_wf_2s\voice_dominant\0864__LJ001-0063_generated__X__fake_bg_0137_Ho83M5VC7xLanGTBPDIi.wav,0864__LJ001-0063_generated__X__fake_bg_0137_Ho83M5VC7xLanGTBPDIi.wav,fake_voice_fake_bg_wf_2s,voice_dominant,16000,2.0,Valid
fake_voice_fake_bg_wf_2s\voice_dominant\0865__LJ002-0197_generated__X__fake_bg_0334_2vz6KALFoYuqiRXEg73c.wav,0865__LJ002-0197_generated__X__fake_bg_0334_2vz6KALFoYuqiRXEg73c.wav,fake_voice_fake_bg_wf_2s,voice_dominant,16000,2.0,Valid
fake_voice_fake_bg_wf_2s\voice_dominant\0866__LJ003-0337_generated__X__fake_bg_0680_ls2dbZEp3ikRfyOa78Sc.wav,0866__LJ003-0337_generated__X__fake_bg_0680_ls2dbZEp3ikRfyOa78Sc.wav,fake_voice_fake_bg_wf_2s,voice_dominant,16000,2.0,Valid
fake_voice_fake_bg_wf_2s\voice_dominant\0867__LJ004-0224_generated__X__fake_bg_0971_oa5yngPVtSMDQXvWlrTz.wav,0867__LJ004-0224_generated__X__fake_bg_0971_oa5yngPVtSMDQXvWlrTz.wav,fake_voice_fake_bg_wf_2s,voice_dominant,16000,2.0,Valid
fake_voice_fake_bg_wf_2s\voice_dominant\0868__LJ003-0187_generated__X__fake_bg_0008_QzWM17qLTDH5C9Rd4lJs.wav,0868__LJ003-0187_generated__X__fake_bg_0008_QzWM17qLTDH5C9Rd4lJs.wav,fake_voice_fake_bg_wf_2s,voice_dominant,16000,2.0,Valid
fake_voice_fake_bg_wf_2s\voice_dominant\0869__LJ003-0212_generated__X__fake_bg_0899_VWpi5bM1qrY9htnfvG8l.wav,0869__LJ003-0212_generated__X__fake_bg_0899_VWpi5bM1qrY9htnfvG8l.wav,fake_voice_fake_bg_wf_2s,voice_dominant,16000,2.0,Valid
fake_voice_fake_bg_wf_2s\voice_dominant\0870__LJ002-0167_generated__X__fake_bg_0143_7Axn1Kw4gcrvI5sRfiNz.wav,0870__LJ002-0167_generated__X__fake_bg_0143_7Axn1Kw4gcrvI5sRfiNz.wav,fake_voice_fake_bg_wf_2s,voice_dominant,16000,2.0,Valid
